sentenceID,gold_label,sentence
103318,0,"If someone says it is safe to come out we cannot do that, because it could be the intruder."
101343,0,"(It is) not a strong labor market."" Asked if the government data pointed to recession, Hall said, ""The best I can say is that (in) the last two recessions we had eight months of job loss."" Earlier on Friday, BLS -- the statistical arm of the Labor Department -- said U.S."
103902,0,The announcement may have provoked the court into rethinking the confrontational path it had undertaken.
113609,0,"Shares may have dipped slightly when Visa Inc (NYSE:V) reported its fourth-quarter earnings late last month, but shareholders with a long-term mindset still had every reason to be pleased with the results."
110364,0,"However, this may have had more to do with the discount store's Cyber Monday snafu than anything else."
109898,0,"Would you send an envoy to solve a problem in Iran, Yemen or Pakistan who doesn't have knowledge about these regions? Would you send an envoy to diffuse tensions in Pakistan who is hated or loved by the Pakistanis? Sure, the envoy might have their own biases, but they also have local knowledge, or expertise."
113501,0,"In the July 30 discussion, Reid said the project ""would start tomorrow if NV Energy would purchase the power."" The utility controls ""95 percent of all of the electricity that is produced in Nevada and they should go along with this."" Reid's online comments were first reported by the Las Vegas Review Journal."
112068,0,"If selected, Ryan, 61, would replace Timothy Adams, who announced his resignation a week ago."
113067,1,"""[Dodgers pitcher Sandy] Koufax teases me that if I was smart enough to think of it 10 years before, it might have been called the Koufax operation,"" Dr. Jobe once said."
113207,1,"The space race was a significant battlefield in the cold war, and the American win was one of the most important demonstrations on the international stage that the future belonged to the capitalist democracies rather than to communism; but I suppose one could argue that both the American and Soviet moon programmes were ""boondoggles"", and that it would have been better if neither had tried."
102801,0,"""We might have come here on different ships, but we're all in the same boat now!"" he roared, prompting the crowd at one point to break into chants of Mr. Obama's signature tag line: ""Yes we can!""."
107068,0,"Mr. Trump bantered with the religious leaders at the dinner, noting at one point that Robert Jeffress, a Dallas evangelical pastor who once said Jewish people were going to hell, had observed that Mr. Trump ""may not be the perfect human being, but he's the greatest leader for Christianity.""."
114448,0,"""We are antagonizing our friends and placating those who clearly wish us ill,"" Mr. Corker said."
101361,0,The study will see if improving prescription labels would improve adherence.
100318,0,"To explore whether women had taken NSAIDs during pregnancy, the researchers used accurate information from prescriptions rather than asking women to recall what drugs they might have used."
110389,1,Researchers say the results of the MSCT and angiograms agreed in most cases and identified patients who would have benefited from heart surgery to repair clogged arteries provided that it had been caught earlier.
108197,0,"If you have a strong pension, a healthy 401(k), and good saving habits, you maximize the chance that you'll be among those who can decide one day that they've had enough sales presentations or cranky customers to last a lifetime."
106247,0,"it will be very hard to influence him except if he's got some kind of a conscience,"" Hester-Amey said."
109522,0,CVS did not comment on what may have caused the copays to be charged or how many people they may have affected.
111497,0,"Economists say the tariffs, if applied without exceptions, would harm allies like Canada, South Korea and the European Union, which export more steel to the United States than China does."
101249,0,"Integrated anger evolves to sadness (the gap between what we wish for and what we have), which can be grieved and eventually lessen and fade."
102469,0,The main overall outcome they were interested in was to see the overall and income-specific changes that the 20% tax would have on the number of overweight (BMI �?5kg/m2) and obese (BMI �?0kg/m2) adults in the UK.
108191,0,"Heart failure can also be a concern, particularly if atrial fibrillation is not well controlled."
102040,0,"Echoing comments from White House and Treasury officials, Bernanke said last week that if Congress failed to raise the government's borrowing limit, it could force the United States into a ""catastrophic"" default."
110074,0,"If approved by the F.D.A., MDMA would only be administered by a licensed therapist."
106061,0,"If Trump declares a national emergency, it's widely expected that he'll face major battles on two fronts: Congress and the courts."
110471,0,"Gerd Müller, Germany's minister for economic cooperation and development, said the decision to disburse the money ""would not have been possible even a year ago""."
100183,0,"Because of its index rules, the fund won't purchase Facebook until six days after its IPO, and only then if the shares haven't gained more than 75 percent over the offer price, said Ryan Issakainen, an ETF strategist at First Trust."
109241,0,"If the tissue that's sticking out through the abdominal muscle opening becomes trapped (sometime referred to as ""incarcerated""), blood flow to that tissue may be reduced."
102527,0,"Analysts said that while Sirius Chief Executive Mel Karmazin had boasted that the company would meet its debt obligations, the tight credit market may have made that task more difficult as the payment date draws near."
100942,1,"""""Should you have found one drug that effectively got your blood pressure down to your goal, then that one drug should be all that you need,"" he says."""
102423,0,"So all of this attention on me, which some would like to think was only about me, which is another mistake, and if they dont learn that lesson, were never going to get a woman president."
107876,0,"In the early 20th century, scientists discovered that some of these molecules, if isolated and replicated en masse, could wipe out certain disease-causing bacteria."
106206,0,"Yet even if Mr Trump were to drop all his outrageous promises, which his appointment of Mr Bannon does not augur, he must still run a competent administration."
108279,0,"When, for example, one reporter asked Ms. Feinstein as she entered the Senate on Monday evening if she had had any discussions with Dr. Blasey after receiving the letter, the senator could not recall.."
110169,0,There were signs on Friday that Mr. Bush's address might have succeeded in shifting some sentiment.
103639,0,"""It's a window of opportunity that can pass, and if it passes, things will snap back to the way it has been,"" said Ms. Elugardo, 45.."
107449,0,It may have been merely a coincidence that Apple (NASDAQ:AAPL) was announcing that it had surpassed 20 million premium subscribers for its Apple Music just as Pandora was trying to court industry attention.
103040,0,"If gynecomastia is caused by an underlying medical condition, such as a pituitary gland disorder or a liver condition known as cirrhosis, that condition may need treatment."
114142,0,"With the abortion right protections of Roe v. Wade at stake, Judge Kavanaugh and his backers cannot afford to lose even one Republican vote if Democrats put up a wall of opposition against him.."
108047,0,"Malmstrom said on Tuesday that it would still prepare counter-measures if Washington set quotas on EU exports, although these would probably be at a lower level."
111715,0,The researchers had long suspected that ALS and frontotemporal lobar dementia might have something in common.
101240,0,"""The advanced aviation and weapons technology for the JSF program may have been compromised by unauthorized access at facilities and in computers at BAE Systems, and incomplete contractor oversight may have increased the risk of unintended or deliberate release of information to foreign competitors,"" said the Pentagon's Office of Inspector General."
101807,0,"In all these cases, the price tag can be significant: In North Carolina, for example, people who have been incarcerated must pay $40 per month in supervision fees and $90 per month if placed on electronic monitoring."
109612,0,"""You had a one-two punch of market losses on inventory along with a lot of bank clients stepping back from market because you couldn't have much of an opinion given the uncertainty,"" said Jeffery Harte, bank analyst at Sandler O'Neill & Partners."
103072,0,The threat of voter disenfranchisement will get worse if Judge Kavanaugh is confirmed to the court.
108586,0,#NAME?
105811,0,"So if someone wants to seek care from a practitioner or a discipline that may work for them, they should have the freedom to do so."
107293,0,"If ""workable standards"" for unrigging elections were to surface, he wrote, ""courts should be prepared to order relief""."
113747,0,"Last year, the institute had expected the free trade pact would result in beef production losses of around 220 billion won a year if the 40 percent import duties on beef were scrapped in 5 years."
111179,0,"If you think of Gowdy as a prosecutor, maybe it makes more sense to have him headlining a Benghazi-themed GOP fundraiser? But he must have had plenty of time on his hands, since the questions Gowdy's committee was supposedly investigating, or prosecuting, or whatever, have been answered again and again and again in prior investigations."
113132,0,"Mr. McConnell said he would then move to take up the bill for debate, amendments and a final vote - if he can get 50 willing senators.."
111639,0,"You should always wash fruits and vegetables before eating, even if you buy them at home, but eating washed fruits and vegetables doesn't necessarily mean they are clean, depending on who did the washing."
113515,0,"""But if the credit crisis is prolonged it could have limited liquidity constraints on Indian banks and many others in the region will also face similar issues."" CREDIT EXPLOSION Indian banks had outstanding loans of 25.4 trillion rupees ($510 billion) and total deposits of 34.4 trillion rupees ($690 billion) at end-September, according to central bank data."
107652,1,"Had America's regulation stood, it would have been 84 of the top 100."
106966,0,"First, Franklin Roosevelt may have lent his name to a declaration calling the invasion of North Africa ""a great jihad for freedom,"" but Washington was ultimately more cold-blooded in prioritising stability over liberty."
113993,0,"""The key point is that official funding must also bear losses if necessary,"" Rajan wrote in a recent column."
109341,0,"Some people who do unethical or illegal things are antisocial by nature.* They may not have frank Antisocial Personality Disorder, but may have some tendencies in this direction."
110824,0,Trump told Reuters in December that he would intervene in the case if it would help secure a trade deal with Beijing.
100226,0,"If you had to rate your satisfaction with your life so far, out of 10, what would you score?Overall, I'd say a nine."
105509,0,But those officials said it was close to impossible to think of what Mr. Trump would do for a replacement if Ms. Sanders left.
112492,0,"If that didn't lead Americans to at least reconsider voting Republican, ""knowing that a red vote is a vote for terror and hate,"" he despairs, then maybe nothing would."
113610,0,"KIMBERLY JOHNSON, Duke University School of Medicine: They receive care in facilities that were largely either segregated or facilities where they - they or their parents or their grandparents wouldn't have been allowed to have received care."
107490,0,New York City health officials are conducting contact tracing to find people who may have had contact with Dr. Spencer..
113996,1,"That's why it is not unusual that doctors will blame one another, or try to rationalize the error -- they say 'This patient is going to die anyway,' or, 'It is the patient's own fault -- if he were not so fat, if she were not so sick, if they had better insurance, this wouldn't have happened.' Blame the patient -- it happens a lot."
111643,0,"The soil may have been thin, but at least it had been theirs, and there was the hope of acquiring more of it."
108051,0,"Paul Traynor, international head of pensions and insurance at BNY Mellon, the fund company, says: ""If we make the assumption that people are more flighty, the net of that will be managers will need to hold more cash - and the reality is that cash is expensive."
106718,0,"""I would be concerned that reducing the dividends could have unintended consequences for banks' willingness to be part of the Federal Reserve system,"" Yellen told the Senate Banking Committee."
105380,1,"Were that true, prices would reflect their fundamental value and markets would indeed be ""efficient""."
111460,0,Lord O'Neill said the estimated $40bn total cost of his proposals over 10 years paled in comparison with the cumulative $100tn global cost - and 10m annual deaths - that he forecast would result from drug-resistant infections by 2050 if no action were taken.
112339,0,"If Mr. Trump stands firm on $150 billion worth of tariffs he has threatened to impose on China, Mr. Bannon said, he will fulfill the promise of his nationalist presidential campaign."
114041,0,"Especially if there's an epidemic in England, imported cases could cause relatively large outbreaks in some areas."
103570,0,"Four years ago, the RAND Corporation, which often conducts studies for the Defense Department, estimated that finding and securing the North's weapons of mass destruction if the nation fell apart - or into any situation in which it might be hostile to inspection - could require up to 273,000 troops."
109573,0,"If my patient is diagnosed with a disease, I should be able to see all the treatments available on one platform, choosing from both pill-based and digital treatments, and even combining the two, to give my patient the best care possible."
109181,0,"In 2016 on CNN, Mr. Trump said guns should not be allowed in classrooms, and then followed up moments later by saying that some teachers should have access to firearms.."
102377,0,"""The question is if Europe will come with countermeasures which could make us slip into a trade war,"" Knot said."
111285,1,"But if I'd lived in his district, I would have voted for Dut."
103131,0,Who would have guessed that the day traders of the past would now appear as patients? Funny and sad how history repeats itself.
112263,0,"Each one is too [weak] to give kidney function, but if we transplant two into the same recipient -- an operation usually not done -- the two 'marginal' kidneys may provide more function than a normal kidney."
113327,0,"""If you can really understand your own priorities, then you can set boundaries for how much you will or won't do in certain situations,"" she says."
106426,0,Deprescribing will work only if patients also get involved in the process.
106084,0,"Passage of a bill in New York is key for labeling advocates as it would meet population trigger for laws in Connecticut and Maine, but it's unclear if the measures will gain enough traction before the session ends, June 19."
111207,0,The travel situation will become more complicated if locally transmitted cases are discovered in the continental United States.
100078,0,"But he quickly went in and took the huge benefit of the major support operations and made the current customer base of the acquired companies very comfortable with the fact that they would be serviced, they wouldn't be cut off, they wouldn't be stranded, and they would have clear paths to upgrading to future products when and if they desired."
113945,0,"""If you have somebody with advanced coronary artery disease and very poor function you still should consider fixing their circulation even if you test for viability and it's not as encouraging as you would have thought based on other studies,"" lead author Dr. Stephen G."
104216,0,"""If he's the only one selling it then he can make as much money as he can,"" said Mr Mulye."
113759,0,"Also, the solution in the contact lens case should be discarded each time lenses are disinfected, or once a week if the lenses are stored without use.And the contact lens case should be replaced every three to six months."
105642,0,Who would have thought that my plan to be in DC for one year would lead to this amazing adventure? ...
114209,0,Jefferies analyst Martin Deboo wrote in a note that Reckitt's sales could also suffer if its baby formula products were excluded from US government food aid programmes as a result of the legal case.
104522,0,"Even if some Republicans on the committee wanted to bring the inquiry to a close, they would almost certainly lack the votes to overrule Mr. Burr.."
113752,0,"That means it costs $690,000 annually to insure $10m of Valeant debt for five years, more than double what it would have cost early in September."
106675,0,"Yang said he was hoping that if funding were to become more scarce as other VCs pull back or market turbulence increases, that could create better opportunities for him to invest."
113264,0,"If market pressure eased, EU peers would have little leverage."
108980,0,"""When the agency does an inspection at a clinical trial site and issues an inspection report with serious findings, it should be easier to identify the specific trial and the specific publication, if there was a publication,"" he said."
103421,0,"For example, a company could get a drug approved by the Food and Drug Administration but never bring it to market, if the maker decides it would not generate enough money."
107601,0,"Lewy bodies are the protein clumps seen on autopsy in the brains of patients with Parkinson's disease, but if the person died without any signs of Parkinson's, yet the autopsy shows Lewy bodies, then this is called Incidental Lewy Body Disease (ILBD)."
101800,0,"Asked if she believed Mr. Moore could garner the necessary votes, Ms. Ernst said, ""at this point, no I don't.""."
112524,0,"Under the current system, if Commerce Secretary Wilbur Ross decides to protect his friends and business interests in the steel industry, he can ignore the damage that his own data show the tariffs will inflict on some of the 6.5 million workers in America's steel-consuming industries."
103303,0,"China's Commerce Ministry responded swiftly to Mr. Trump's threat, issuing a statement on its website that warned that if the Trump administration followed through, China would ""have to adopt comprehensive measures combining quantity and quality to make a strong countermeasure.""."
114400,0,"It would have some restraints-it's still going to be written under budget reconciliation rules, so it will still have to be okayed by the Senate Parliamentarian and supposedly reviewed by the Congressional Budget Office."
111393,0,"If Gillum wins, he would be Florida's first black governor, and enthusiasm around his campaign could help Nelson as the two share the Democratic ticket across the state."
114238,0,"""I want to wish our new attorney general great luck and speed,"" Mr. Trump said."
101085,0,"Conversely, if Kite's therapy is approved by the FDA later this year, its use will at first be limited to a small subset of the sickest patients with a type of lymphoma."
113977,0,"For example, if the legislation moves forward, both men agreed that they would want to increase the sentencing penalty for drug cases that involve fentanyl."
101789,0,"An open question for Vanuatu, a member of the World Trade Organization, is whether it would face regulatory blowback if Torba passed a comprehensive junk food ban, experts said."
110789,0,You might have worked really hard to learn to express your needs and yet were quickly shut down by a partner who implied that there was something wrong with you for needing and wanting more.
112380,0,"And if people know they've been exposed, getting vaccinated within a few days can keep them from getting sick."
112544,0,"""No thank you,"" he said Thursday when asked how he would respond if he were approached as a potential candidate to succeed Boehner."
111209,0,"""If they needed something a little bit more, then I would do an oxygen concentrator to sleep with,"" said the concierge, Stephanie Madrid."
112386,0,"It is not certain the United States would quit NAFTA even if Trump gave the required six months' notice, since he is not obliged to act once the deadline runs out."
109526,0,"The trade group saw a massive boost in international sales in recent years to China, and they say they could have another massive boost if India would lower its tariffs."
109019,0,"If the company is unable to reinstate its debt, Wells Fargo said Charter's interest payments will increase by more than $500 million annually, as it will have to reprice its debt at significantly higher interest rates."
107837,0,"I look at the big picture and wonder how these people could have been so babe-in-the woods vulnerable to be taken by the putrid, stinking corruption that was our government (many are still there) which was telling you how good what they were doing was for you, while running all Americans into the ground with impunity."
107169,0,"As Dr. Livingston stated, ""Providing patients with the false hope that if they only reduce one class of foods or another (e.g., carbohydrates or fats) they will lose weight can become frustrating, and may in part explain the failure of most diets."" Even reducing consumption of sugar-sweetened beverages (which provide no nutrients beyond sweet calories), he wrote, ""is not likely to influence obesity at the population level,"" which has continued to increase even as soda consumption has declined.."
105331,0,"Asked on Wednesday if the Japanese bank would sell into the tender offer, Mizuho spokeswoman Masako Shiono said nothing had been decided but that Mizuho ""wants to maintain good relations with both Citigroup and Nikko""."
107326,0,"If you wait too long, an illness or injury may force a hasty decision that everyone may regret later."
104145,1,"""I wish I could say that this was in any way unique or an isolated event,"" said Dr. Richard Levin, chief executive of the Arnold P."
103712,0,His strength on the left gives him a real prospect of winning the Democratic nomination and could make him competitive for the presidency if his economic justice message resonates in the Midwest as much as Mr. Trump's appeals to hard-edge nationalism did in 2016.
108347,0,"Farmers in California's interior Central Valley could start to see their groundwater wells run dry within a year if rain and snowmelt remain scarce in the region, said Richard Howitt, a professor of agriculture and resource economics at UC Davis."
100018,0,"The volatility may imply somewhat higher rates for Rome relative to most recent auctions, but I do not see difficulties on the demand."" WHAT NEXT? The yield gap between 10-year Italian and German bonds stood at around 288 basis points on Friday, nearly half levels seen in late 2011, when Monti was called in to bring Italy back from the brink of a possible default that would have sunk the euro zone."
106150,0,"""If you can't see the whole body of someone you are missing something."" The same reader also expresses concern that not all screens and cameras do the same color processing and wonders whether this could affect a diagnosis."
105877,0,The most intriguing line of questioning was whether the Attorney General and the Governor were in effect nullifying the will of the people by failing to defend the Proposition if nobody but they had standing to appeal.
100628,0,"If he implements a fraction of his ideas, or governs as he campaigned, Mr Trumps presidency will be a disaster."
107248,0,"HAPPY TUESDAY, JULY 31! Welcome to Morning Ag, where your host wants to wish a happy birthday to the Big Mac - the iconic double-decker that recently turned 50."
114116,0,Had to leave one gym because I was being harassed multiple times a week by different men some who were repeat offenders and wouldn't leave me alone.
110106,0,"Still, Mr. Stork says, if you are pressed for time, brief interval sessions might offer a viable way to fit exercise into your life.."
103464,0,"""Any denial would be immediately referred to a board which would adjudicate whether it was acceptable or not, and if it was not, that company that had denied the claim would be fined,"" he says."
100158,1,"Assuming the House of Delegates had done ""even a modicum of district-by-district analysis,"" this would have been a very different case."
100634,1,"Of course, had Madigan forged ahead and had the family-centric attacks worked, she might have wound up not looking so hot herself."
102114,0,"Accordingly, no assurances can be given that any of the events anticipated by the forward-looking statements will transpire or occur, or if any of them do so, what benefits that the Company will derive therefrom."
108658,0,"""If a child has never been tested for lead, it should be done regardless of the child's age,"" Rosen says."
104298,0,"If the appeal is successful, the ruling would have no legal basis in most countries as they have no bank secrecy rules, so Switzerland could not extradite people from the likes of Britain or the United States on such charges."
112797,0,"I would say, also just add, I think tactically, for 2018, there were some impacts on costs to the beverage manufacturers."
106267,0,Analysts have said costs could be kept to around 5 million euros a day if flight cancellations were kept to a few hundred.
103785,0,"In a report, Making the most of the money - efficiency and the long term plan, they say that since 2010/11, the assumption has been that the rate of savings will accelerate if trusts are paid a lower tariff for the work they do."
112688,1,"It would have been a negative if, for some reason, he was not confirmed."
103750,0,"As vemurafenib is an oral treatment and dacarbazine an intravenous treatment, patients would have known which treatment they were receiving."
101733,0,"""There's a nervousness that if all of the sudden the labor market tightens more quickly than we're anticipating...that all of a sudden inflation is much higher than we were expecting and we would then have to raise rates aggressively,"" Kashkari said at a housing and finance event in Washington."
110118,0,I couldn't have wished for a better role.
111382,0,"However, Alistair Campbell, analyst at investment bank Berenberg, said in a note to clients on Friday that the successful outcome in an Olympiad phase III trial suggested a 75 per cent increase in the number of patients who might benefit if Lynparza is approved by regulators to treat breast cancer."
106158,0,"If the patient's tumor is not involved with the nipple, then she may be a candidate for a nipple-sparing mastectomy."
107868,0,We advised hospitals that if they had reason to believe one of their patients might be infected with Ebola - because of recent travel to West Africa and appearance of symptoms - they needed to talk to their state and/or local health department and to us at CDC to determine the need for lab testing.
114264,0,"I don't care if it's healthcare or life sciences, where paper is used to gather data overall you will see a push to automation."
112280,0,"""I will not sign up to have my land leased again."" With litigation continuing, it is unclear when, if ever, fracking will be allowed in New York."
114064,0,"In the last few weeks, China may have changed both the political and economic realities of climate change at cap and trade by announcing it will begin charging for emissions of CO2."
103626,0,"Asked if he was referring to British bank Northern Rock NRK.L, whose funding model collapsed in the credit crisis last year, he said: ""I won't give examples and it's certainly not the only example we have within Europe at the present time."" Noyer said he thought the SocGen scandal was probably the result of several small mistakes at different managerial levels in response to warnings by the internal control system, and he did not think there was a serious failure in regulation."
108813,0,"""Although AIG shares have rebounded from their recent lows, we do not believe that the company is out of the woods yet,"" said Cholnoky, adding that the company could face ""significant capital pressures if its credit ratings drop one more notch."" AIG last week reported its third consecutive quarterly loss of more than $5 billion, stemming from further declines in the value of assets linked to subprime mortgages."
111824,0,"Early in the day, Mr. Trump did not appear to help matters, venting his frustration on Twitter that even if the House passed immigration legislation, it would require Democratic support to clear the Senate."
104155,0,"If Republicans keep the Senate, then Mr. McConnell presumably could push through a new nomination in the lame-duck session afterward.."
110385,1,"If passed, the amendment would have guaranteed expanded early voting times on weekends."
104897,0,"The failure to meet the debt or VEBA schedule can force GM and Chrysler to file for bankruptcy, leaving the future of the two automakers still in doubt even if the bailout is adopted."
104305,0,"economy."" ""The decision to buy all Treasuries may have a negative impact in the short-run on Agency MBS as some traders may have added bonds with hopes that the Fed would resume their MBS purchase program."" JEOFF HALL, ECONOMIST, IFR MARKETS, BOSTON: ""Most of the same constraints on growth persist, giving the Fed cover to enact the large-scale asset purchase program."
109344,0,"Mr. Lowell could not say if Mr. Kushner had communicated classified information on the messaging service, WhatsApp, telling lawmakers that was ""above my pay grade."" He asserted that because Mr. Kushner took screenshots of the communications and sent them to his official White House account or the National Security Council, his client was not in violation of federal records laws.."
109592,0,"And if we do not act urgently, they may soon conclude that they can achieve their goals through force."
101195,0,"The Serbs give warning that, if Kosovo is lost completely, radical nationalists may come to power."
107802,0,"If investors were to look at the sales year over year, they might get discouraged to see that there was a 4% decrease in the quarter."
112088,0,"Firstly, the participants were all recruited through the research group's webpage, and this may have biased the type of person who participated."
112839,0,"However, they were not always given the titles (CEO, president, director etc.) that we typically associate with leadership. They had the skills but may have been overlooked, quietly doing the work of a leader without the recognition of being the head.."
106743,0,"When relying on forward-looking statements to make decisions, the REIT cautions readers not to place undue reliance on these statements, as forward-looking statements involve significant risks and uncertainties, should not be read as guarantees of future performance or results and will not necessarily be accurate indications of whether or not the times at or by which such performance or results will be achieved, if achieved at all."
103289,1,"""It would be easier to do all these things if everyone had health insurance,"" admits Shalala."
106201,0,"If some participants had undiagnosed high blood pressure, the results might be off, write Gangwisch and colleagues."
108264,1,"Also at the news conference on Friday, a former president of the society, said that a paper delivered at the Thursday meeting may have violated the society's rules that no organs from executed prisoners be used in research even if they made a device that could remove organs without any kind of surgery, painlessly and covertly."
113436,1,The pro-forma supplemental information is not necessarily indicative of the Corporation's consolidated financial results in future periods or the results that would have been realized had the business acquisition been completed at the beginning of the period presented.
104156,0,"The consequences of the report remain to be seen, but if people are not surprised or shocked by the revelations, then Mr. Trump may have benefited by the steady drip of news stories he has so loudly criticized.."
113617,0,"They find no interest in polls or fads, and like these leaders, Shimon could be true to his convictions even if they cut against the grain of current opinion."
113483,0,"As luck would have it, higher material volumes combined with a significant rebound in fat prices -- which were just 4% lower year over year -- helped Darling increase revenue 15% to $445.4 million."
104417,0,"Asked if he thought countries may consider dropping the euro currency or leaving the European Union, Westerwelle answered: ""No."" ""Europe is the most successful peace project in the history of the continent and the guarantor of our prosperity ..."
113765,0,"It is a social progressive, liberal wish list, all bundled into this thing that's supposed to be about climate change with no clear policy prescriptions on how actually to achieve any of these goals."
102146,0,"Should I take more supplements or fewer? Try chiropractic care or acupuncture? Look for yet another new neurologist? I get in the mindset that if I just find the right doctor or treatment, it will ""fix"" my pain, even if just for a little while."
102949,0,"If realized, it will also be the first time since 2015 the annual average U.S."
110968,0,"Now, rather than taking time to check airways or trying to recall how many breaths to give, the guidance for what a bystander untrained in CPR should do if someone collapses boils down to this: If the person doesn't respond to your command to awake, dial 911 to summon help, then immediately start continuous chest compressions."
108605,0,"John Higgins, chief market strategist at Capital Economics in London, suggests that US stocks can continue to muddle along if the country can avoid a recession."
106412,1,The president has publicly said he never would have hired Mr. Sessions if he knew the attorney general would recuse himself from the Russia investigation..
100840,0,"Even if the bill passes the Senate and the House, Speaker John Boehner says he would not have enough votes to override a veto if Congress were to reject an agreement with Iran when it is reviewed."
101399,0,"""This legislation makes a strong bipartisan statement that it would be reckless to pull troops from South Korea while North Korea still threatens our allies with nuclear and conventional weapons, and that if we are going to withdraw from Syria, we should do it with a plan, not a tweet,"" said Mr. Malinowski, who was assistant secretary of state for human rights in the Obama administration.."
112358,0,"If this were to materialize and involve a country like France, for example, it could complicate the already fragile efforts by Europe to rescue countries in its periphery."" MIKE LENHOFF, BREWIN DOLPHIN IN LONDON ""The managers of the euro zone have to display a sense of determination to progress the things they have already done."
112062,1,Yet it could have been far worse.
114350,0,Concerns in Congress rose last year after Saudi Crown Prince Mohammed bin Salman told CBS News his kingdom would develop nuclear weapons if archrival Iran did.
112565,0,"Even if the nominal amount collected has never reached $100 billion - and still won't this year - tariffs used to make up a much more significant portion of all federal revenue, almost a third in 1915."
102382,0,"A president cannot be found to have broken the law, Mr. Barr argued, if he was exercising his executive powers to fire subordinates or use his ""complete authority to start or stop a law enforcement proceeding.""."
103256,0,"will purchase any remaining Notes that have been validly tendered (with Consents that have been validly delivered, if applicable) and not validly withdrawn (or Consents revoked) at or prior to the Expiration Date and that Transocean Inc."
108431,1,"I wish I was half the writer that he is."" No shit! Not only is he a pithy, prodigious tweeter, but he's also keeping up his movie reviews and essays, of which this is one of his most personal."
114124,0,"""In order to get a deal that meets these high standards, the president should listen to and work with his allies in Congress, starting with Nancy Pelosi, who had expressed their concerns about the impact that a weak agreement would have on our workers, to make sure we get the best, strongest deal possible,"" Clinton said."
101869,0,"""It's probably too early to say that electric vehicles are definitely going to be the next thing in cars, but if they are I think the potential is huge."" Analysts say that the cars may be sleek, but the shares will be volatile in the near term."
114492,0,"Though the legal move against Mr. Assange remained a mystery on Thursday, charges centering on the publication of information of public interest - even if it was obtained from Russian government hackers - would create a precedent with profound implications for press freedoms.."
106726,0,"This increase in interest rates is likely to be necessary before late 2014."" FED CHAIRMAN BEN BERNANKE*, January 25 ""I don't think we're ready to declare that we've entered a new, stronger phase at this point...If the situation continues with inflation below target and unemployment declining at a rate which is very, very slow, then ..."
107480,0,"The Trump White House gave these jackasses White House access because, and how I wish we were kidding here, Trump's team became enamored of the Dumbest-Man-On-The-Internet website."
108048,1,"But ""we wouldn't be standing here"", Mr Katyal said, if these comments were the only indication of what spurred the president to sign the travel ban."
110815,0,Saudi Basic Industries Corp (SABIC) 2010.SE said in a bourse statement that talks with a union over working conditions had not yet been successful and that it did not know what impact the strike would have on profits or production.
111974,0,"The CBO says this will climb to 87% of GDP in 2023, compared with 73% now, if scheduled spending cuts, such as the sequester, are not allowed to occur and popular tax breaks are extended."
103141,0,"If the figure given by the Economic Information Daily is confirmed when the People's Bank of China releases official data next week, it will mean that net lending last month was actually lower than a year earlier."
113536,0,"""The minus of the new deal (comparing to BP/Rosneft deal) is that there is no share swap option, which means Rosneft will keep its own 9.4 percent share stake on its balance and would not cash it out."" ALLEN GOOD, EXXON MOBIL ANALYST AT MORNINGSTAR ""There is a high estimate of resources in Russia, so if ExxonMobil can get access, I think that's certainly beneficial to them."
101213,0,"If you shine on that liquid glue with a special light, it will emit light in a range that we cannot see, but infrared cameras can see that light very well."
112873,0,"Understanding how humans might have uniquely adapted to the risks from exposure to fire may have implications for how scientists think about medical research, Dr. Wrangham said."
106281,0,"The government has estimated that an industry failure led by a GM collapse would have cost 1 million jobs, including suppliers, and would have reduced U.S."
109162,1,Another argument is that wrongful birth lawsuits insult disabled persons by telling them that they would have been aborted had their parents known of their impairments.
106260,0,"For many children, the start of a new school year can be very stressful, especially if they've been victims of bullying in the past."
101961,0,"In January, Trump, who also has threatened to pull the United States out of the North American Free Trade Agreement, told the World Economic Forum in Switzerland that it was possible Washington might return to the TPP pact if it got a better deal."
110847,0,"On health care, Mr Brown says that if elected he would stop the bill from passing."
100319,0,"In some hard cases - Brown v. Board of Education or same-sex marriage, for example - the legal and social landscape may have shifted so much that even conservative justices, who normally resist ""living Constitution"" arguments, may take these changes into account."
111844,0,"In the disclosure statement, American Home it would likely convert its case to Chapter 7 if its liquidation plan were not approved."
112483,0,"Giuliani, said that if Mr. Trump agreed to answer the special counsel's questions - an interview is the subject of continuing negotiations - he should not be forced to discuss his private deliberations with senior administration officials."
107894,1,"We've told them their lack of a state is their own fault; if only they would embrace non-violence, a reasonable and unprejudiced world would see the merit of their claims."
105907,0,"And if I can make a contribution to this, then I would like to do that."
110467,0,That left traders heading into Monday's trade with still no clear answers about what might have caused Thursday's gyrations and no words of comfort from regulators to assure that a recurrence won't happen.
113859,1,Shkreli's fraud predated the price gouging controversy and this trial would have gone largely unnoticed but for his status as an international pariah.
100013,0,"Hence, a woman 18 to 21 who was being screened for chlamydia may have reported that she also had a Pap test done, not really knowing whether she did or not."
111694,0,"At the very least, it seems he may have been using the wrong tense, suggesting that the flow is presently stopped while in reality it had merely been stopped at one point in time."
107140,0,"Asked if the lack of a fire suppression system in the battery compartment was a design flaw, she said: ""We'll certainly be looking at the design and we'll be looking at the certification standards to determine if they were robust enough."" If regulators do decide design changes are needed, that could have implications for Boeing's European rival Airbus and its future A350 jetliner."
